City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
366,Chara,RU,56.91,118.26,63.41,53,96,0.72,overcast clouds
367,Sur,OM,22.57,59.53,91.54,49,96,8.14,overcast clouds
368,Kushiro,JP,42.98,144.37,62.6,88,75,1.12,broken clouds
369,Oranjemund,NA,-28.55,16.43,55.0,66,0,14.58,clear sky
370,Andenes,NO,69.31,16.12,44.6,87,3,3.36,clear sky
371,Fairbanks,US,64.84,-147.72,68.0,77,75,3.94,broken clouds
372,Lufilufi,WS,-13.87,-171.6,91.4,70,40,13.87,scattered clouds
373,Albert Lea,US,43.65,-93.37,82.4,51,1,11.41,clear sky
374,Otta,NO,61.77,9.54,56.57,79,81,4.63,broken clouds
375,Saint-Francois,FR,46.42,3.91,78.8,47,12,10.29,few clouds
376,Warri,NG,5.52,5.75,77.4,80,97,7.61,overcast clouds
377,Laguna,US,38.42,-121.42,91.4,25,90,5.82,haze
378,Ketchikan,US,55.34,-131.65,66.2,77,90,28.86,overcast clouds
379,Kaitangata,NZ,-46.28,169.85,52.0,87,100,1.99,light rain
380,Takapau,NZ,-40.03,176.35,57.0,85,17,18.99,few clouds
381,Sobolevo,RU,54.43,31.9,56.66,82,100,7.34,overcast clouds
382,Arlit,NE,18.74,7.39,97.88,13,69,11.97,broken clouds
383,Daru,PG,-9.08,143.21,78.31,71,3,8.43,clear sky
384,Huntsville,US,34.73,-86.59,84.2,65,1,2.44,clear sky
385,Lasa,IT,46.62,10.7,62.6,88,5,2.08,clear sky
386,Kamloops,CA,50.67,-120.32,80.6,36,75,4.7,broken clouds
387,Chumikan,RU,54.72,135.31,58.82,65,73,11.92,broken clouds
388,Mitu,CO,1.2,-70.17,77.68,90,85,2.51,overcast clouds
389,Aklavik,CA,68.22,-135.01,60.8,77,75,4.7,broken clouds
390,Hofn,IS,64.25,-15.21,49.46,63,100,20.13,overcast clouds
391,Nombre De Dios,MX,23.85,-104.23,80.6,28,90,6.93,overcast clouds
392,Iralaya,HN,15.0,-83.23,78.8,88,75,6.29,broken clouds
393,Traralgon,AU,-38.18,146.53,48.99,68,52,11.01,broken clouds
394,Igrim,RU,63.19,64.42,51.42,98,26,5.7,scattered clouds
395,Sakakah,SA,29.97,40.21,84.2,17,0,3.36,clear sky
396,Taveta,KE,-3.4,37.67,68.0,77,40,8.1,scattered clouds
397,Ulety,RU,51.36,112.48,60.19,84,33,3.53,scattered clouds
398,Namatanai,PG,-3.67,152.43,83.44,70,1,6.76,clear sky
399,Mayumba,GA,-3.43,10.66,72.36,87,100,5.77,overcast clouds
400,Chapais,CA,49.78,-74.85,60.8,77,90,9.17,overcast clouds
401,Zaporizhzhya,UA,47.82,35.18,72.0,60,100,2.24,overcast clouds
402,Kemijarvi,FI,66.71,27.43,55.18,96,72,5.23,broken clouds
403,Talara,PE,-4.58,-81.27,62.83,83,100,18.41,overcast clouds
404,Rockport,US,28.02,-97.05,87.8,58,1,8.05,clear sky
405,Saint Anthony,US,45.02,-93.22,84.0,58,75,12.75,broken clouds
406,Abha,SA,18.22,42.51,71.6,43,45,3.85,scattered clouds
407,Port Macquarie,AU,-31.43,152.92,60.01,65,0,9.06,clear sky
408,Plouzane,FR,48.38,-4.62,66.2,77,47,33.33,light rain
409,Samarai,PG,-10.62,150.67,76.53,79,20,10.25,few clouds
410,Cotonou,BJ,6.37,2.42,75.2,94,40,9.17,scattered clouds
411,Chicama,PE,-7.84,-79.15,63.41,75,83,6.96,broken clouds
412,Halifax,CA,44.65,-63.57,73.0,46,0,1.01,clear sky
413,College,US,64.86,-147.8,68.0,72,75,3.98,broken clouds
414,Bengkulu,ID,-3.8,102.27,75.83,81,79,5.1,broken clouds
415,Oussouye,SN,12.48,-16.55,78.8,100,90,6.93,light rain
416,Lanzhou,CN,36.06,103.79,66.0,59,81,2.8,broken clouds
417,Gatesville,US,31.44,-97.74,95.0,24,1,5.82,clear sky
418,Xushan,CN,30.18,121.25,87.01,83,85,4.47,overcast clouds
419,Puerto Del Rosario,ES,28.5,-13.86,73.4,88,20,12.75,few clouds
420,Aboisso,CI,5.47,-3.21,74.82,87,68,6.11,broken clouds
421,Oudtshoorn,ZA,-33.59,22.2,51.8,93,80,2.24,broken clouds
422,Karratha,AU,-20.74,116.85,68.95,34,1,7.14,clear sky
423,Vilyuysk,RU,63.76,121.62,51.76,59,0,2.35,clear sky
424,Lata,PT,40.16,-8.33,68.0,89,98,1.12,overcast clouds
425,Nyaunglebin,MM,17.95,96.73,74.46,93,100,1.68,overcast clouds
426,Buraydah,SA,26.33,43.98,82.4,34,0,3.36,clear sky
427,Yining,CN,29.04,114.56,77.43,89,86,0.78,overcast clouds
428,Tabas,IR,33.6,56.92,87.8,15,0,4.7,clear sky
429,Ibicarai,BR,-14.87,-39.59,77.0,88,40,6.93,scattered clouds
430,Cuzama,MX,20.73,-89.32,81.0,83,75,4.94,broken clouds
431,Sorland,NO,67.67,12.69,51.03,72,100,10.96,overcast clouds
432,Mandalgovi,MN,45.76,106.27,59.61,47,97,7.96,overcast clouds
433,Marsa Matruh,EG,31.35,27.25,77.0,78,40,4.7,scattered clouds
434,Rexburg,US,43.83,-111.79,87.8,23,90,17.22,haze
435,Gizo,SB,-8.1,156.84,83.35,72,42,2.82,scattered clouds
436,Kargasok,RU,59.06,80.86,50.47,96,99,11.63,moderate rain
437,Poco Das Trincheiras,BR,-9.31,-37.29,69.17,91,60,9.46,broken clouds
438,Vila Franca Do Campo,PT,37.72,-25.43,71.6,94,40,11.41,scattered clouds
439,Mirnyy,RU,62.54,113.96,46.4,70,20,4.47,few clouds
440,Yeppoon,AU,-23.13,150.73,68.0,34,0,4.7,clear sky
441,Acajutla,SV,13.59,-89.83,84.2,74,40,5.37,scattered clouds
442,Cururupu,BR,-1.83,-44.87,76.12,85,41,4.65,scattered clouds
443,Kencong,ID,-8.28,113.37,69.33,78,0,2.71,clear sky
444,Kashirskoye,RU,51.42,39.61,59.0,62,75,6.71,light intensity shower rain
445,Tabou,CI,4.42,-7.35,75.11,84,64,11.32,broken clouds
446,Whitehorse,CA,60.72,-135.05,57.2,62,90,5.82,overcast clouds
447,Hay River,CA,60.82,-115.8,55.4,76,75,2.24,broken clouds
448,Darnah,LY,32.77,22.64,77.09,82,0,16.6,clear sky
449,Neuquen,AR,-38.95,-68.06,53.6,46,0,5.82,clear sky
450,Ust-Koksa,RU,50.27,85.61,48.81,61,59,2.75,broken clouds
451,Karur,IN,10.95,78.08,79.86,69,100,9.33,overcast clouds
452,Aloleng,PH,16.13,119.78,80.1,84,90,11.14,moderate rain
453,Araouane,ML,18.9,-3.53,98.83,23,9,0.49,clear sky
454,Tselinnoye,RU,53.08,85.67,55.24,79,98,4.92,overcast clouds
455,Lavrentiya,RU,65.58,-171.0,52.93,68,50,6.38,scattered clouds
456,Polyarnyy,RU,69.2,33.45,51.8,100,75,4.47,broken clouds
457,Segezha,RU,63.74,34.32,57.81,85,0,8.57,clear sky
458,Shunyi,CN,40.12,116.65,78.01,88,0,2.24,clear sky
459,Markova,UA,48.68,24.41,59.29,86,1,5.19,clear sky
460,Noshiro,JP,40.2,140.02,69.8,94,75,3.36,light rain
461,Inongo,CD,-1.95,18.27,71.08,88,96,4.94,light rain
462,Kuala Terengganu,MY,5.33,103.14,78.01,100,20,2.24,few clouds
463,Bang Khla,TH,13.72,101.21,87.01,100,100,1.79,overcast clouds
464,Yanam,IN,16.73,82.22,75.74,91,100,7.38,overcast clouds
465,Moerai,PF,-22.43,-151.33,69.87,75,84,26.6,broken clouds
466,Aranos,NA,-24.13,19.12,44.28,43,0,8.86,clear sky
467,Gairo,IT,39.85,9.5,77.0,100,5,5.82,clear sky
468,San Jose,US,37.34,-121.89,87.01,32,40,16.11,smoke
469,Starkville,US,33.45,-88.82,84.2,65,1,3.36,clear sky
470,Biak,ID,-0.91,122.88,76.66,74,79,5.46,broken clouds
471,Carballo,ES,43.21,-8.69,68.0,77,20,13.87,few clouds
472,Tuatapere,NZ,-46.13,167.68,48.0,98,100,3.0,overcast clouds
473,Sao Filipe,CV,14.9,-24.5,77.0,80,26,8.66,scattered clouds
474,Kloulklubed,PW,7.04,134.26,83.19,72,27,6.82,heavy intensity rain
475,Charlestown,AU,-32.95,151.67,59.0,65,0,7.0,clear sky
476,Ajaccio,FR,42.0,8.92,71.6,68,0,6.93,clear sky
477,Christchurch,NZ,-43.53,172.63,50.0,100,95,6.93,overcast clouds
478,Vila Velha,BR,-20.33,-40.29,73.4,88,75,10.29,broken clouds
479,Camacha,PT,33.08,-16.33,73.4,88,40,8.05,scattered clouds
480,Morondava,MG,-20.28,44.28,70.23,77,0,5.77,clear sky
481,Punta Alta,AR,-38.88,-62.07,49.03,50,0,11.88,clear sky
482,Foam Lake,CA,51.65,-103.53,82.94,45,42,6.87,scattered clouds
483,Port Hueneme,US,34.15,-119.2,84.2,69,1,9.17,clear sky
484,San Fernando,PH,15.03,120.69,80.6,94,75,2.24,broken clouds
485,Penzance,GB,50.12,-5.54,64.4,82,99,28.86,moderate rain
486,Tupik,RU,54.43,119.93,57.49,81,99,2.71,overcast clouds
487,Tarauaca,BR,-8.16,-70.77,85.03,57,60,1.12,broken clouds
488,Ahipara,NZ,-35.17,173.17,59.88,78,8,15.23,light rain
489,Luang Prabang,LA,19.89,102.13,74.23,89,100,0.2,moderate rain
490,Svetlogorsk,BY,52.63,29.73,63.48,88,100,9.84,overcast clouds
491,Ribe,DK,55.33,8.77,64.4,100,54,4.7,broken clouds
492,Oparino,RU,59.85,48.28,45.82,94,46,5.57,scattered clouds
493,Chalus,IR,36.66,51.42,71.6,83,0,2.24,clear sky
494,Ariano Irpino,IT,41.15,15.08,77.0,58,0,0.67,clear sky
495,Vanavara,RU,60.34,102.28,53.01,88,0,4.45,clear sky
496,Virginia Beach,US,36.85,-75.98,79.0,74,75,10.29,broken clouds
497,Lagos,NG,6.58,3.75,77.0,88,40,4.7,scattered clouds
498,Kant,IN,27.8,79.8,78.19,88,99,8.93,overcast clouds
499,Berlevag,NO,70.86,29.09,48.04,81,35,5.01,scattered clouds
500,Voh,NC,-20.97,164.7,76.87,53,1,3.71,clear sky
501,Pangnirtung,CA,66.15,-65.71,50.0,81,40,3.53,scattered clouds
502,Moroto,UG,2.53,34.67,67.1,69,25,5.95,scattered clouds
503,Wladyslawowo,PL,54.79,18.4,64.99,100,94,1.12,overcast clouds
504,Kurbnesh,AL,41.78,20.08,66.2,93,0,2.24,clear sky
505,Morgan City,US,29.7,-91.21,89.6,43,1,4.7,clear sky
506,Broome,US,42.25,-75.83,73.99,46,1,5.82,clear sky
507,Muravlenko,RU,63.79,74.52,55.17,82,100,10.49,overcast clouds
508,Provost,CA,52.35,-110.27,80.37,53,92,13.89,overcast clouds
509,Plettenberg Bay,ZA,-34.05,23.37,56.08,83,88,3.85,overcast clouds
510,Veraval,IN,20.9,70.37,81.12,86,100,12.82,moderate rain
511,Nabire,ID,-3.37,135.48,79.0,79,0,3.04,clear sky
512,Sambava,MG,-14.27,50.17,70.86,87,75,8.16,light rain
513,Pisco,PE,-13.7,-76.22,64.0,77,51,12.75,broken clouds
514,Golden,US,39.76,-105.22,86.0,25,75,3.36,broken clouds
515,Pathankot,IN,32.28,75.65,75.63,86,99,4.83,moderate rain
516,Kondinskoye,RU,59.65,67.41,52.97,95,71,6.06,broken clouds
517,Jumla,NP,29.27,82.18,59.92,69,85,1.95,light rain
518,Mehran,IR,33.12,46.16,69.8,14,0,4.7,clear sky
519,Namibe,AO,-15.2,12.15,61.43,81,38,5.73,scattered clouds
520,Rudbar,AF,30.15,62.6,75.47,22,0,8.88,clear sky
521,Cefalu,IT,38.04,14.02,75.0,83,0,1.01,clear sky
522,Sosnovoborsk,RU,56.13,93.36,51.8,93,28,2.24,scattered clouds
523,Aginskoye,RU,51.1,114.53,60.94,81,60,1.43,broken clouds
524,Korla,CN,41.76,86.15,69.08,62,45,17.22,scattered clouds
525,Tiznit,MA,29.58,-9.5,73.72,54,0,0.45,clear sky
526,Okato,NZ,-39.2,173.88,55.99,85,69,18.99,light rain
527,Sovetskiy,RU,61.36,63.58,52.23,98,58,6.46,broken clouds
528,Kargat,RU,55.2,80.28,49.17,62,100,8.79,overcast clouds
529,Huarmey,PE,-10.07,-78.15,63.1,77,46,9.17,scattered clouds
530,Hami,CN,42.8,93.45,73.45,35,43,1.36,scattered clouds
531,Sola,VU,-13.88,167.55,81.18,85,6,11.21,clear sky
532,Pak Chong,TH,14.71,101.42,73.9,88,100,2.19,overcast clouds
533,Verkhnyaya Maksakovka,RU,61.63,50.97,55.4,87,90,2.24,overcast clouds
534,Rybnaya Sloboda,RU,55.46,50.14,53.6,76,30,8.95,scattered clouds
535,Kushima,JP,31.46,131.23,84.2,74,75,4.7,broken clouds
536,Freeport,US,40.66,-73.58,75.0,56,1,8.05,clear sky
537,Port Moresby,PG,-9.44,147.18,75.97,82,63,6.8,broken clouds
538,Sistranda,NO,63.73,8.83,59.0,93,40,6.93,scattered clouds
539,Tubuala,PA,9.52,-79.03,80.6,83,40,3.36,scattered clouds
540,Arman,RU,59.7,150.17,53.49,65,99,14.2,overcast clouds
541,Bougouni,ML,11.42,-7.48,74.32,94,100,3.83,light rain
542,Souillac,MU,-20.52,57.52,68.0,77,20,5.82,few clouds
543,Iqaluit,CA,63.75,-68.51,46.4,87,75,6.31,broken clouds
544,Shimoda,JP,34.67,138.95,86.0,74,20,8.05,few clouds
545,Hongjiang,CN,27.11,110.0,75.15,89,89,1.81,light rain
546,Margate,GB,51.38,1.39,72.0,61,54,1.01,broken clouds
547,Altea,ES,38.6,-0.05,79.0,75,14,1.86,few clouds
548,Novikovo,RU,51.15,37.89,58.95,68,58,8.72,broken clouds
549,Pailon,BO,-17.65,-62.75,48.2,70,90,25.28,overcast clouds
550,Channel-Port Aux Basques,CA,47.57,-59.14,62.78,78,84,21.27,broken clouds
551,Qandala,SO,11.47,49.87,88.03,57,4,5.28,clear sky
552,Mananara,MG,-16.17,49.77,68.05,90,89,2.51,light rain
553,Fukue,JP,32.69,128.84,82.4,83,20,3.36,few clouds
554,Bossier City,US,32.52,-93.73,89.6,43,40,5.82,scattered clouds
555,Santa Elena,EC,-2.23,-80.85,66.2,88,75,6.93,broken clouds
556,Eydhafushi,MV,5.1,73.07,82.92,69,93,7.23,overcast clouds
557,Zabaykalsk,RU,49.63,117.32,57.09,57,9,8.95,clear sky
558,Malayal,PH,7.21,121.94,80.6,83,20,4.7,few clouds
559,Mitsamiouli,KM,-11.38,43.28,76.21,68,58,4.34,broken clouds
560,Gamboula,CF,4.12,15.14,67.89,98,100,4.05,overcast clouds
561,Chipinge,ZW,-20.19,32.62,55.36,97,89,2.15,overcast clouds
562,Leshukonskoye,RU,64.9,45.76,45.7,95,0,3.02,clear sky
563,Newry,GB,54.18,-6.34,62.01,86,100,14.0,moderate rain
564,Shingu,JP,33.73,135.98,86.0,79,20,3.36,few clouds
565,Miraflores,MX,19.22,-98.81,73.4,40,75,12.75,thunderstorm
566,Honiara,SB,-9.43,159.95,87.8,74,20,4.7,few clouds
567,Bilma,NE,18.69,12.92,93.63,17,0,8.59,clear sky
568,Coihaique,CL,-45.58,-72.07,44.6,65,93,4.7,overcast clouds
569,Salta,AR,-24.79,-65.41,44.6,42,0,5.82,clear sky
570,Ruwi,OM,23.6,58.55,86.0,89,94,4.7,overcast clouds
571,Vardo,NO,70.37,31.11,48.2,81,75,6.93,broken clouds
572,Husavik,IS,66.04,-17.34,50.0,71,40,9.17,scattered clouds
573,Taltal,CL,-25.4,-70.48,54.18,72,15,4.29,few clouds
574,Upata,VE,8.01,-62.4,84.99,74,20,1.99,few clouds
575,Victoria Point,AU,-27.58,153.3,66.99,53,73,5.01,broken clouds
576,Troitskoye,RU,52.98,84.68,54.12,83,29,3.51,light rain
577,Kalininsk,RU,51.5,44.48,52.21,64,42,6.4,scattered clouds
578,Saint-Ambroise,CA,48.55,-71.33,66.99,63,20,4.7,few clouds
579,Kuala Lipis,MY,4.18,102.05,73.87,96,99,0.18,overcast clouds
580,Bintulu,MY,3.17,113.03,75.2,100,20,1.12,few clouds
581,Mwingi,KE,-0.93,38.06,66.11,83,63,7.45,broken clouds
582,Masuda,JP,34.67,131.85,80.6,88,20,3.36,mist
583,Rayadrug,IN,14.7,76.87,73.69,84,100,11.65,overcast clouds
584,Warwick,US,41.7,-71.42,77.0,56,75,10.29,broken clouds
585,Homer,US,59.64,-151.55,66.99,63,40,5.82,scattered clouds
586,Forbes,AU,-33.38,148.02,53.01,66,60,1.99,broken clouds
587,Yelanskiy,RU,56.84,62.5,47.86,97,20,5.88,few clouds
588,Port Maria,JM,18.37,-76.89,79.0,94,100,11.05,light rain
589,Rocha,UY,-34.48,-54.33,37.47,79,1,6.13,clear sky
590,Dukat,RU,62.55,155.55,42.53,94,100,4.7,moderate rain
591,Bernardino De Campos,BR,-23.01,-49.47,55.78,97,100,4.72,light rain
592,Beringovskiy,RU,63.05,179.32,56.41,66,73,13.13,broken clouds
593,Otkaznoye,RU,44.33,43.86,68.0,59,11,8.95,few clouds
594,Gonaives,HT,19.45,-72.68,83.57,74,56,4.07,light rain
595,Vire,FR,48.92,-0.83,71.6,73,44,12.75,scattered clouds
596,Asfi,MA,32.3,-9.24,70.36,76,0,11.01,clear sky
597,Solnechnyy,RU,50.72,136.63,65.75,48,40,7.0,scattered clouds
598,Colomi,BO,-17.35,-65.87,64.4,45,75,12.75,broken clouds
599,Kiama,AU,-34.68,150.87,59.0,55,8,8.01,clear sky
600,Ufimskiy,RU,56.71,58.05,52.92,95,99,9.8,overcast clouds
601,Hervey Bay,AU,-25.3,152.85,68.0,32,62,4.7,broken clouds
602,Palembang,ID,-2.92,104.75,75.2,88,20,2.24,few clouds
603,Opuwo,NA,-18.06,13.84,53.28,31,59,6.69,broken clouds
604,Hadejia,NG,12.45,10.04,77.49,78,100,19.06,overcast clouds
605,Srednekolymsk,RU,67.45,153.68,44.71,60,10,9.48,clear sky
606,Ngorongoro,TZ,-3.24,35.49,51.69,96,85,6.6,overcast clouds
607,Razgrad,BG,43.53,26.52,64.17,79,1,5.53,clear sky
608,Delijan,IR,33.99,50.68,78.48,19,0,4.25,clear sky
609,Aksu,CN,41.12,80.26,70.2,47,89,2.77,overcast clouds
610,Half Moon Bay,US,37.46,-122.43,82.4,34,20,18.34,few clouds
611,Bazaliya,UA,49.71,26.47,61.41,96,1,7.0,clear sky
612,Griffith,US,41.53,-87.42,84.0,44,1,5.82,clear sky
613,Tzaneen,ZA,-23.83,30.16,46.4,61,0,6.93,clear sky
614,Yerbogachen,RU,61.28,108.01,55.38,90,13,7.38,few clouds
615,Tefe,BR,-3.35,-64.71,87.8,66,40,3.36,scattered clouds
616,Awjilah,LY,29.11,21.29,81.82,43,0,14.2,clear sky
617,Linxia,CN,35.6,103.21,57.58,83,78,2.06,broken clouds
618,San Sebastian,ES,43.31,-1.98,75.2,78,59,8.05,broken clouds
619,Sapa,PH,5.15,120.32,82.85,73,100,4.25,overcast clouds
620,Canavieiras,BR,-15.68,-38.95,71.29,86,27,4.38,scattered clouds
621,Doha,QA,25.29,51.53,95.0,41,42,3.36,scattered clouds
622,Port Hawkesbury,CA,45.62,-61.35,66.2,63,75,4.7,broken clouds
623,Lishui,CN,28.46,119.91,77.29,81,100,2.04,overcast clouds
624,Znamenskoye,RU,57.13,73.83,49.41,97,100,6.96,overcast clouds
625,Pimentel,PE,-6.84,-79.93,62.02,83,100,12.66,overcast clouds
626,Garowe,SO,8.41,48.48,77.95,63,32,22.77,scattered clouds
627,Keetmanshoop,NA,-26.58,18.13,49.17,35,0,9.55,clear sky
628,Aanekoski,FI,62.69,25.82,53.01,100,0,4.56,clear sky
629,Bulgan,MN,48.81,103.53,58.32,89,100,4.54,overcast clouds
630,Barranca,PE,-10.75,-77.77,60.53,83,9,9.15,clear sky
631,Brasileia,BR,-11.02,-68.75,70.9,79,56,7.85,broken clouds
632,Balve,DE,51.33,7.87,79.0,76,27,9.6,scattered clouds
633,Karaton,ID,-6.34,106.1,77.0,78,20,5.82,few clouds
634,Roma,US,43.21,-75.46,75.2,44,1,3.67,clear sky
635,Kalloni,GR,39.23,26.21,77.0,61,0,5.82,clear sky
636,Helmsdale,GB,58.12,-3.65,62.6,72,94,17.22,overcast clouds
637,Walvis Bay,NA,-22.96,14.51,66.2,10,0,11.41,clear sky
638,Ponta Delgada,PT,37.73,-25.67,71.6,94,40,11.41,scattered clouds
639,Waddan,LY,29.16,16.14,76.33,59,0,11.1,clear sky
640,Tazmalt,DZ,36.39,4.4,77.0,83,77,4.7,broken clouds
641,Chute-Aux-Outardes,CA,49.12,-68.4,64.4,52,1,5.82,clear sky
642,Langenau,DE,48.5,10.12,69.01,94,0,2.1,clear sky
643,Khandagayty,RU,50.73,92.05,51.33,76,0,3.44,clear sky
644,Lamu,KE,-2.27,40.9,75.18,81,68,13.29,broken clouds
645,Tome,CL,-36.62,-72.95,55.4,76,0,2.24,clear sky
646,Nerchinsk,RU,51.98,116.58,59.72,81,80,4.85,broken clouds
647,Comodoro Rivadavia,AR,-45.87,-67.5,64.4,42,0,8.05,clear sky
648,Nizhneudinsk,RU,54.91,99.03,56.46,67,100,1.36,overcast clouds
649,Road Town,VG,18.42,-64.62,84.2,83,40,12.75,scattered clouds
650,Kansanshi,ZM,-12.1,26.43,60.85,45,4,5.14,clear sky
651,Mayo,US,38.89,-76.51,80.01,65,1,3.36,clear sky
652,Kidal,ML,18.44,1.41,93.78,14,15,6.17,few clouds
653,Jardim,BR,-21.48,-56.14,49.37,91,100,10.94,moderate rain
654,Koboko,UG,3.41,30.96,63.59,93,100,2.59,overcast clouds
655,Mandera,KE,3.94,41.87,77.14,66,57,19.51,broken clouds
656,Olinda,BR,-8.01,-34.86,75.2,94,75,11.41,light rain
657,Gigmoto,PH,13.78,124.39,80.94,80,97,6.8,overcast clouds
658,Villach,AT,46.61,13.86,64.99,90,0,1.21,clear sky
659,Montepuez,MZ,-13.13,39.0,66.25,83,81,5.37,broken clouds
660,Amapa,BR,1.0,-52.0,77.25,66,76,2.39,broken clouds
661,Ronne,DK,55.1,14.71,68.0,82,86,9.17,overcast clouds
662,Aykhal,RU,66.0,111.5,44.6,70,75,2.24,broken clouds
663,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,75.81,88,87,10.36,light rain
664,Inzer,RU,54.22,57.56,49.98,92,100,2.57,light rain
665,Simao,CN,22.79,100.97,62.87,93,68,1.12,broken clouds
666,Kiunga,PG,-6.12,141.29,74.66,93,82,2.95,broken clouds
667,Matagami,CA,49.75,-77.63,62.6,72,1,3.36,clear sky
668,Pochutla,MX,15.74,-96.47,84.0,74,75,3.51,broken clouds
669,Lewistown,US,40.6,-77.57,82.4,34,1,3.36,clear sky
670,Ajdabiya,LY,30.76,20.23,73.83,77,0,9.28,clear sky
671,Bubaque,GW,11.28,-15.83,79.86,85,98,26.02,moderate rain
672,Emirdag,TR,39.02,31.15,62.06,61,0,4.34,clear sky
673,Tarsus,TR,36.92,34.88,78.8,94,40,3.36,scattered clouds
674,Zhucheng,CN,35.99,119.4,67.46,94,100,10.65,light rain
675,Miandrivazo,MG,-19.52,45.47,75.07,48,60,3.29,broken clouds
676,Vaitape,PF,-16.52,-151.75,78.31,78,25,24.67,scattered clouds
677,Pittsburg,US,38.03,-121.88,93.0,21,75,12.75,smoke
678,Kabinda,CD,-6.13,24.48,75.31,59,13,2.21,few clouds
679,Nueva Concepcion,GT,14.2,-91.3,77.0,94,90,6.93,thunderstorm with rain
680,Mpika,ZM,-11.83,31.45,60.84,69,6,11.27,clear sky
681,Semey,KZ,50.41,80.23,51.8,62,77,4.47,broken clouds
682,Evensk,RU,61.95,159.23,48.85,89,100,25.26,light rain
683,Andros Town,BS,24.7,-77.77,86.0,74,40,12.75,scattered clouds
684,Stornoway,GB,58.21,-6.39,59.0,93,100,5.82,overcast clouds
685,Grand Island,US,40.92,-98.34,87.01,51,1,9.17,clear sky
686,Marolambo,MG,-20.05,48.12,58.53,91,4,2.24,clear sky
687,Bonfim,BR,3.08,-59.95,82.26,70,31,5.41,scattered clouds
688,Khuzdar,PK,27.74,66.64,80.87,59,47,5.37,scattered clouds
689,Brewster,US,41.4,-73.62,73.4,43,1,4.7,clear sky
690,Suba,PH,10.84,121.01,83.21,79,100,10.94,overcast clouds
691,Flinders,AU,-34.58,150.86,57.99,59,9,11.01,clear sky
692,Loandjili,CG,-4.76,11.86,73.4,94,75,1.12,broken clouds
693,Sungai Besar,MY,3.67,100.99,78.01,100,20,4.92,few clouds
694,Pangai,TO,-19.8,-174.35,78.8,88,75,8.05,broken clouds
695,Povenets,RU,62.85,34.83,57.29,85,7,6.04,clear sky
696,Padang,ID,-0.95,100.35,78.33,75,45,4.41,scattered clouds
697,Pavilosta,LV,56.89,21.19,60.8,93,92,5.06,overcast clouds
